cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
310101797,3,MINIBLOK Husova,75131,Lipník nad Bečvou,M. Jana Husa,1647,Přerov,Olomoucký,2
310101797,4,MINIBLOK Čechova,75131,Lipník nad Bečvou,Svatopluka Čecha,1224,Přerov,Olomoucký,2
310101801,3,Kotelna Sokolská,26753,Žebrák,Sokolská,371,Beroun,Středočeský,3
310101801,5,Kotelna Jince 266,26223,Jince,Čenkovská,266,Příbram,Středočeský,1
310101806,1,Centrální zdroj tepla Dobruška,51801,Dobruška,Čs. odboje,50,Rychnov nad Kněžnou,Královéhradecký,3
310101816,1,Plynová kotelna Nová ulice,75201,Kojetín,Nová,,Přerov,Olomoucký,3
310101816,2,Plynová kotelna Sever I,75201,Kojetín,Sladovní,,Přerov,Olomoucký,1
310101816,3,Plynová kotelna Sever II,75201,Kojetín,Družstevní,,Přerov,Olomoucký,2
310101820,1,Kotelna Vilémov,43154,Vilémov,Žatecká,109,Chomutov,Ústecký,2
310101821,1,Kotelna Borovany,37312,Borovany,Třeboňská,,České Budějovice,Jihočeský,3
310101838,1,Kotelna Mašťov,43156,Mašťov,Sídliště,,Chomutov,Ústecký,3
310101840,1,Kotelna,36471,Štědrá,Štědrá,97,Karlovy Vary,Karlovarský,3
310101841,2,Centr8ln9 kotelna MSA Dolní Benešov,74722,Dolní Benešov,Hlučínská,41,Opava,Moravskoslezský,4
310101842,1,Plynová kotelna K1,75301,Hranice,Jaselská,,Přerov,Olomoucký,3
310101842,2,Plynová kotelna K2,75301,Hranice,1. máj,1,Přerov,Olomoucký,3
310101842,3,Plynová kotelna K3,75301,Hranice,1. máj,1,Přerov,Olomoucký,3
310101842,4,Plynová kotelna K4,75301,Hranice,1. máj,1,Přerov,Olomoucký,3
310101842,5,Plynová kotelna K5,75301,Hranice,Rezkova,,Přerov,Olomoucký,4
310101842,7,Plynová kotelna K7,75301,Hranice,Na Hrázi,,Přerov,Olomoucký,4
310101842,8,Plynová kotelna K8,75301,Hranice,Galašova,,Přerov,Olomoucký,4
310101842,9,Plynová kotelna K9,75301,Hranice,Mlýnský příkop,,Přerov,Olomoucký,3
310101842,11,Plynová kotelna K11,75301,Hranice,Nová,,Přerov,Olomoucký,5
310101842,12,Plynová kotelna K12,75301,Hranice,Poděbradova,,Přerov,Olomoucký,2
310101842,13,Plynová kotelna K13,75301,Hranice,Nová,,Přerov,Olomoucký,5
310101842,14,Plynová kotelna K14,75301,Hranice,Nerudova,,Přerov,Olomoucký,4
310101842,15,Plynová kotelna K15,75301,Hranice,Kpt. Jaroše,,Přerov,Olomoucký,4
310101842,16,Plynová kotelna K16,75301,Hranice,Palackého,,Přerov,Olomoucký,4
310101842,17,Plynová kotelna K27,75301,Hranice,Struhlovsko,,Přerov,Olomoucký,4
310101842,18,Plynová kotelna K25,75301,Hranice,Hromůvka,,Přerov,Olomoucký,4
310101854,1,Plynová nízkotlaká kotelna,69511,Hodonín,Brněnská,3497,Hodonín,Jihomoravský,4
310101859,1,"Teplárna Kyjov, a.s.",69701,Kyjov,Havlíčkova,180,Hodonín,Jihomoravský,2
310101859,2,Spalinové kotle,69701,Kyjov,Havlíčkova,180,Hodonín,Jihomoravský,1
310101859,3,Náhradní zdroj Nemocnice Kyjov,69733,Kyjov,Strážovská,976,Hodonín,Jihomoravský,1
310101859,4,Záložní zdroj Teplárny Kyjov,69701,Kyjov,Havlíčkova,180,Hodonín,Jihomoravský,2
310101859,5,Spalinový výměník V,69701,Kyjov,Havlíčkova,180,Hodonín,Jihomoravský,1
310101863,1,Kotelna S 29,27201,Kladno,Na vyhaslém,3194,Kladno,Středočeský,2
310101863,2,Kotelna S 28,27201,Kladno,Na vyhaslém,3174,Kladno,Středočeský,4
310101867,1,Centrální kotelna,54981,Meziměstí,5. května 1/,5,Náchod,Královéhradecký,3
310101875,1,"Kotelna v areálu fy. Best, a.s.",25601,Benešov,Černoleská,1930,Benešov,Středočeský,2
310101875,2,BAEST MH,25601,Benešov,Černoleská,1930,Benešov,Středočeský,2
310101903,2,"MOTOR JIKOV Strojírenská a.s., provozovna Dolní Skrýchov",37701,Jindřichův Hradec,Jindřichův Hradec,,Jindřichův Hradec,Jihočeský,2
310101920,1,Plynová kotelna,14310,Praha 4-Modřany,Komořanská,955,,,2
310101924,1,Kotelna V sídlišti 19,68301,Rousínov,V sídlišti,,Vyškov,Jihomoravský,2
310101958,4,Věznice Plzeň,30635,Plzeň - Bory,Klatovská,652/202,Plzeň-město,Plzeňský,5
310101958,6,Vazební věznice Praha Ruzyně,16100,Praha,Staré náměstí,3/12,,,4
310101958,7,Vazební věznice Brno,62500,Brno,Jihlavská,410/12,Brno-město,Jihomoravský,2
310101958,8,Věznice Všehrdy,43001,Všehrdy,Všehrdy,26,Chomutov,Ústecký,2
310101966,1,Kotelna,78501,Šternberk,Olomoucká,1841/175,Olomouc,Olomoucký,3
310101969,1,SLUŽBY BYSTŘICE S.R.O.,25751,Bystřice,Dr. E. Beneše,484,Benešov,Středočeský,3
310101972,1,Plynová kotelna,35731,Horní Slavkov,U Výtopny,921,Sokolov,Karlovarský,4
310101979,13,Kotelna - Klub Teplo Přerov a.s.,75002,Přerov,Horní náměstí,9/9,Přerov,Olomoucký,1
310101983,1,Výtopna - Újezd,11801,Praha - Malá Strana,Újezd,450,,,8
310101984,1,divize Tevex,50304,Černožice,Smiřická,,Hradec Králové,Královéhradecký,3
310101992,1,Závodní teplárna,79704,Prostějov,Za drahou,4239/2,Prostějov,Olomoucký,4
310101992,2,Plynová kotelna M. Pujmanové 754,79811,Prostějov-Vrahovice,M. Pujmanové,754,Prostějov,Olomoucký,4
310101992,3,Plynová kotelna Olomoucká 25,79601,Prostějov,Olomoucká,25,Prostějov,Olomoucký,2
310101998,1,Kotelna Uhlířské Janovice,28504,Uhlířské Janovice,Jungmanova,144,Kutná Hora,Středočeský,2
310102002,1,Kotelna pro sídliště,40779,Mikulášovice,Nádražní,326,Děčín,Ústecký,2
310102002,2,Kotelna pro areál ZŠ,40779,Mikulášovice,Šenovská,327,Děčín,Ústecký,2
310102015,1,Teplovodní plynová kotelna,69632,Ždánice,Městečko,250,Hodonín,Jihomoravský,4
310102020,1,Bloková kotelna,38422,Vlachovo Březí,sídliště,406,Prachatice,Jihočeský,3
310102033,1,Plynová kotelna Merklín,36234,Merklín,Merklín,77,Karlovy Vary,Karlovarský,3
310102040,1,Kotelny Brudra,15300,Praha,Výpadová,,,,1
310102040,2,Teplárna Radotín,15300,Praha,Výpadová,,,,3
310102049,2,Stavovské divadlo,11000,Praha,Ovocný trh,579/6,,,3
310102049,3,Ateliery a dílny Flora,13000,Praha,Vinohradská,117,,,1
310102049,5,Anenský klášter,11000,Praha,Anenské náměstí,948/2,,,1
310102049,6,Státní opera,11000,Praha,Legerova,612/75,,,7
310102083,1,Kotelna Svépomoc,57201,Polička,Svépomoc,,Svitavy,Pardubický,3
310102083,2,Kotelna Jiráskova,57201,Polička,Jiráskova,977,Svitavy,Pardubický,3
310102083,3,Kotelna Hegerova I,57201,Polička,Hegerova,,Svitavy,Pardubický,4
310102083,4,Kotelna Zákrejsova,57201,Polička,Zákrejsova,565,Svitavy,Pardubický,2
310102116,3,K III. Nám. Republiky,39201,Soběslav,Nám. Republiky,110,Tábor,Jihočeský,2
310102116,4,K II. SVÁKOV - ZP,39201,Soběslav,Soběslav,,Tábor,Jihočeský,2
310102142,1,Výšina,46841,Tanvald,Pod Špičákem,546,Jablonec nad Nisou,Liberecký,7
310102142,2,Šumburk,46841,Tanvald,Vítězná,568,Jablonec nad Nisou,Liberecký,3
310102145,1,DEZ Druhotný energetický zdroj,70702,Ostrava,Vratimovská,689,Ostrava,kraj,2
310102212,1,Kotelna Sídliště,67201,Moravský Krumlov,Sídliště Zachráněná,364,Znojmo,Jihomoravský,3
310102709,2,Kotelna - K3,76321,Slavičín,Malé Pole,,Zlín,Zlínský,9
310102735,1,K1 Dukelská,78391,Uničov,Dukelská,843,Olomouc,Olomoucký,5
310102735,2,K2 Bratří Čapků,78391,Uničov,Bratří Čapků,821,Olomouc,Olomoucký,4
310102735,3,K3 Plzeňská,78391,Uničov,Plzeňská,845,Olomouc,Olomoucký,3
310102735,4,K4 Jiřího z Poděbrad,78391,Uničov,Jiřího z Poděbrad,1215,Olomouc,Olomoucký,3
310102735,5,K5 Nemocniční,78391,Uničov,Nemocniční,1181,Olomouc,Olomoucký,2
310102735,7,K1 Západní,57101,Moravská Třebová,Západní,98,Svitavy,Pardubický,3
310102735,8,K2 Svitavská,57101,Moravská Třebová,Svitavská,58,Svitavy,Pardubický,2
310102735,13,K1 Uničovská,78501,Šternberk,Uničovská,2250/101,Olomouc,Olomoucký,2
310102735,14,K2 Nádražní,78501,Šternberk,Nádražní,1710/4,Olomouc,Olomoucký,2
310102735,15,K3 Jiráskova,78501,Šternberk,Jiráskova,2270,Olomouc,Olomoucký,3
310102741,1,SPAPRO spalovna průmyslového odpadu,76811,Chropyně,Komenského,75,Kroměříž,Zlínský,1
310102752,1,Kotelna - Břeclav,69074,Břeclav,U nemocnice,,Břeclav,Jihomoravský,1
310102796,1,U hřbitova,58601,Jihlava,U hřbitova,2900/21,Jihlava,Vysočina,4
310102796,5,Kotelna K4 U břízek,58601,Jihlava,U Břízek,4674/15,Jihlava,Vysočina,3
310102796,7,Kotelna K6 Královský vršek,58601,Jihlava,Královský vršek,2554/58,Jihlava,Vysočina,3
310102796,9,Kotelna Slavíčkova,58601,Jihlava,Slavíčkova,4675/48,Jihlava,Vysočina,3
310102796,10,Kotelna Jarní,58601,Jihlava,Jarní,414/26,Jihlava,Vysočina,3
310102796,11,Kotelna Za Prachárnou,58601,Jihlava,Za Prachárnou,4677/7,Jihlava,Vysočina,3
310102796,13,Kotelna U pivovaru,58601,Jihlava,U pivovaru,4692/14,Jihlava,Vysočina,3
310102796,14,Kotelna Srázná,58601,Jihlava,Srázná,4678/16,Jihlava,Vysočina,3
310102796,16,Kotelna K2 Barvířská,58901,Třešť,Barvířská,520/10,Jihlava,Vysočina,3
310102796,17,Kotelna Alšova,58601,Jihlava,Alšova,2358/20,Jihlava,Vysočina,2
310102796,18,Kotelna Riegrova,58601,Jihlava,Riegrova,,Jihlava,Vysočina,6
310102796,19,Kotelna Vrchlického 34,58601,Jihlava,Vrchlického,2514/34,Jihlava,Vysočina,2
310102796,20,Kotelna Vrchlického 49,58601,Jihlava,Vrchlického,,Jihlava,Vysočina,3
310102796,22,Kotelna Domov důchodců Lesnov,58601,Jihlava - Lesnov,Pod rozhlednou,,Jihlava,Vysočina,2
310102796,24,Nad Plovárnou,58601,Jihlava,Nad Plovárnou,,Jihlava,Vysočina,4
310102796,25,Nad Jihlávkou,58601,Jihlava,Nad Jihlávkou,5064/6,Jihlava,Vysočina,5
310102796,26,Nad Jihlávkou 10,58601,Jihlava,Nad Jihlávkou,,Jihlava,Vysočina,5
310102796,27,Dr. Procházky 14,58601,Jihlava,Dr. Procházky,5280/14,Jihlava,Vysočina,3
310102796,28,Antonínův Důl 214,58601,Jihlava,Jihlava,214,Jihlava,Vysočina,3
310102818,1,"Areál fi Javořice, a.s.",79843,Ptení,Ptenský Dvorek,100,Prostějov,Olomoucký,2
310102849,1,Spalovna - sekce Výroba tepla,62800,Brno,Jedovnická,4247/2,Brno-město,Jihomoravský,2
310102882,1,Kotelna - Volary,38451,Volary,Mlýnská,423,Prachatice,Jihočeský,6
310102886,1,Kotelna Zelená 205,25744,Netvořice,Zelená,287,Benešov,Středočeský,3
310102890,1,Kotelna 1141 - Hluk,68725,Hluk,Závodní,1141,Uherské Hradiště,Zlínský,3
310102894,1,Kotelna III - Bystřice nad Pernštejnem,59301,Bystřice nad Pernštejnem,Sídliště II,746,Žďár nad Sázavou,Vysočina,2
310102894,2,Kotelna K1 - sídliště I,59301,Bystřice nad Pernštejnem,Jívová,539,Žďár nad Sázavou,Vysočina,5
310102894,3,Kotelna K2 - Voldán,59301,Bystřice nad Pernštejnem,Voldán,643,Žďár nad Sázavou,Vysočina,3
310102935,1,Kotelna Chemická,70903,Ostrava - Mariánské Hory,Chemická,2039/1,Ostrava-město,Moravskoslezský,5
310102942,1,Kotelna - U Papíren,56301,Lanškroun,Vančurova,,Ústí nad Orlicí,Pardubický,3
310102942,2,Kotelna - Dvorské Lány,56301,Lanškroun,M. Majerové - Dvorské Lány,,Ústí nad Orlicí,Pardubický,4
310103045,1,Energetické centrum - Luže,53854,Luže,Luže,80,Chrudim,Pardubický,3
310103054,1,Výtopna E1,75661,Rožnov pod Radhoštěm,1. máje 82,1,Vsetín,Zlínský,7
310103054,2,Kotelna VST - Jižní Město,75661,Rožnov pod Radhoštěm,1. máje 82,1,Vsetín,Zlínský,1
310103054,3,Energoblok chlazení E 16,75661,Rožnov pod Radhoštěm,1. máje 82,1,Vsetín,Zlínský,5
310103054,4,Výtopna E1 - strojovna,75661,Rožnov pod Radhoštěm,1. máje 82,1,Vsetín,Zlínský,1
310103061,1,Areál Trója/Sol,1800P,raha 8,Hnězdenská/Olštýnská,607/1,,,4
310103061,3,"Severomoravská plynárenská, a.s.",70272,Ostrava,Moravská Ostrava,,,,1
310103061,4,Kotelna K6 Lázně Teplice nad Bečvou,75351,Teplice nad Bečvou,6,63,Přerov,Olomoucký,3
310103061,5,Kotelna Žandov - Volfartická,47107,Žandov,Volfartická,,Česká Lípa,Liberecký,3
310103071,1,CZT - centrální zdroj tepla,26901,Rakovník,Havlíčkova,2583,Rakovník,Středočeský,3
310103071,2,Kotelna Pražská,26901,Rakovník,Pražská,,Rakovník,Středočeský,2
310103071,3,Energocentrum,26901,Rakovník,Na Sekyře,,Rakovník,Středočeský,3
310103071,6,Kotelna K25,26901,Rakovník,V Jamce,,Rakovník,Středočeský,2
310103071,8,Kotelna Dukelských hrdinů,26901,Rakovník,Dukelských hrdinů,1908,Rakovník,Středočeský,2
310103071,10,Kotelna Vinohrady,26901,Rakovník,Zdeňka Štěpánka,,Rakovník,Středočeský,2
310103071,11,Kotelna 1. ZŠ,26901,Rakovník,Martinovského,153,Rakovník,Středočeský,2
310103071,12,Kotelna Václav,33701,Rokycany,Kotelská,9027,Rokycany,Plzeňský,2
310103071,13,Kotelna Pátek,33701,Rokycany,Na Pátku,9010,Rokycany,Plzeňský,3
310103071,14,Kotelna J. Knihy,33701,Rokycany,Josefa Knihy,14,Rokycany,Plzeňský,2
310103071,15,Kotelna Zbiroh,33808,Zbiroh,Zdeňka Nejedlého,523,Rokycany,Plzeňský,2
310103076,1,Kotelna Opavská,78501,Šternberk,Opavská,,Olomouc,Olomoucký,1
310103081,1,Centrální kotelna - Bouzov,78325,Bouzov,Bouzov,60,Olomouc,Olomoucký,2
310103102,2,Červená Voda čp.117,56161,Červená Voda,Červená Voda,117,Ústí nad Orlicí,Pardubický,3
310103133,1,Kotelna Václav,33701,Rokycany,Kotelská,9027,Rokycany,Plzeňský,3
310103133,2,Kotelna Pátek,33701,Rokycany,Na Pátku,9010,Rokycany,Plzeňský,4
310103133,3,Kotelna Knihy,33701,Rokycany,Josefa Knihy,14,Rokycany,Plzeňský,3
310103133,6,Kotelna Zbiroh,33808,Zbiroh,Zdeňka Nejedlého,523,Rokycany,Plzeňský,3
310103138,1,Bloková kotelna Bělá nad Radbuzou,34526,Bělá nad Radbuzou,Za Pivovarem,83,Domažlice,Plzeňský,2
310103138,2,Bloková kotelna Brnířov,34506,Kdyně,Brnířov,90,Domažlice,Plzeňský,1
310103138,3,Bloková kotelna Hostouň I,34525,Hostouň,Příkopy,35,Domažlice,Plzeňský,3
310103138,4,Bloková kotelna Hostouň II,34525,Hostouň,Příkopy,49,Domažlice,Plzeňský,1
310103138,5,Bloková kotelna Koloveč I,34543,Koloveč,Lidická,318,Domažlice,Plzeňský,2
310103138,6,Bloková kotelna Poběžovice,34522,Poběžovice,Budovatelů,375,Domažlice,Plzeňský,3
310103138,7,Bloková kotelna Staňkov,34561,Staňkov,Na Tržišti,224,Domažlice,Plzeňský,2
310103138,8,Bloková kotelna Vysočany,34802,Bor,Sídliště Vysočany,65/1,Tachov,Plzeňský,2
310103138,9,Bloková kotelna Poběžnice II,34522,Poběžovice,Budovatelů,373,Domažlice,Plzeňský,3
310103143,1,kotelna na biomasu,37873,Dešná,Dešná,68,Jindřichův Hradec,Jihočeský,2
310103147,1,Střelniční 9,73701,Český Těšín,Střelniční,1307/9,Karviná,Moravskoslezský,2
310103147,2,Frýdecká,73701,Český Těšín,Frýdecká,,Karviná,Moravskoslezský,3
310103147,3,Hrabinská,73701,Český Těšín,Hrabinská,,Karviná,Moravskoslezský,4
310103147,5,Tovární 12,73701,Český Těšín,Tovární,1292/12,Karviná,Moravskoslezský,3
310103147,6,Jablunkovská,73701,Český Těšín,Jablunkovská,,Karviná,Moravskoslezský,3
310103147,7,Ostravská 1,73701,Český Těšín,Ostravská,,Karviná,Moravskoslezský,3
310103147,8,Ostravská 2,73701,Český Těšín,Koperníkova,,Karviná,Moravskoslezský,5
310103147,9,Ostravská 3,73701,Český Těšín,Koperníkova,,Karviná,Moravskoslezský,3
310103147,10,Ostravská 4,73701,Český Těšín,Hrabinská,,Karviná,Moravskoslezský,3
310103147,11,Ostravská 5,73701,Český Těšín,Zelená,,Karviná,Moravskoslezský,3
310103147,12,Ostravská 6,73701,Český Těšín,Zelená,,Karviná,Moravskoslezský,3
310103147,13,Mojská 1,73701,Český Těšín,Hornická,,Karviná,Moravskoslezský,3
310103147,14,Mojská 2,73701,Český Těšín,Hornická,,Karviná,Moravskoslezský,3
310103147,15,Mojská 3,73701,Český Těšín,Hornická,,Karviná,Moravskoslezský,3
310103147,16,Mojská 4,73701,Český Těšín,Slezská,,Karviná,Moravskoslezský,3
310103147,17,Mojská 5,73701,Český Těšín,Ostravská,,Karviná,Moravskoslezský,3
310103147,18,Svibice 1,73701,Český Těšín,Okružní,,Karviná,Moravskoslezský,3
310103147,19,Svibice 2,73701,Český Těšín,Okružní,,Karviná,Moravskoslezský,3
310103147,20,Svibice 3,73701,Český Těšín,Okružní,,Karviná,Moravskoslezský,3
310103147,21,Svibice 4,73701,Český Těšín,Pod zvonek,,Karviná,Moravskoslezský,4
310103147,22,Svibice 5,73701,Český Těšín,Mládežnická,,Karviná,Moravskoslezský,4
310103147,23,Svibice 6,73701,Český Těšín,Polní,,Karviná,Moravskoslezský,3
310103147,24,Svibice 7,73701,Český Těšín,Kysucká,,Karviná,Moravskoslezský,3
310103147,25,Svibice 8,73701,Český Těšín,Čáslavská,,Karviná,Moravskoslezský,3
310103158,1,Uhelná kotelna,33002,Dýšina,Dýšina,297,Plzeň-sever,Plzeňský,3
310103171,1,Výtopna Olomoucká,74601,Opava,Olomoucká,,Opava,Moravskoslezský,3
310103171,2,Výtopna Hillova,74705,Opava,Hillova,,Opava,Moravskoslezský,5
310103171,3,Kotelna Skřivánčí,74601,Opava,Skřivánčí,,Opava,Moravskoslezský,3
310103171,4,Kotelna Holasická 15,74705,Opava,Holasická,,Opava,Moravskoslezský,2
310103171,5,Hrnčířská 4,74601,Opava,Hrnčířská,,Opava,Moravskoslezský,4
310103171,6,ENERGO J,74705,Opava,Holasická,,Opava,Moravskoslezský,2
310103171,7,ENERGO K,74705,Opava,Holasická,,Opava,Moravskoslezský,2
310103171,8,ENERGO L,74705,Opava,Grudova,,Opava,Moravskoslezský,2
310103171,9,ENERGO C,74705,Opava,Ratibořská,,Opava,Moravskoslezský,2
310103171,10,ENERGO E,74705,Opava,Edvarda Beneše,,Opava,Moravskoslezský,2
310103171,11,Kylešovice K1,74706,Opava,Bílovecká,,Opava,Moravskoslezský,3
310103171,12,Kylešovice K2,74706,Opava,U hřiště,1285/2,Opava,Moravskoslezský,3
310103171,13,Kylešovice K3,74706,Opava,Hlavní,,Opava,Moravskoslezský,2
310103171,14,Ratibořská,74601,Opava,Ratibořská,,Opava,Moravskoslezský,3
310103171,15,Jurečkova,74601,Opava,Jurečkova,,Opava,Moravskoslezský,3
310103171,16,Mařádkova,74601,Opava,Mařádkova,,Opava,Moravskoslezský,3
310103171,17,Náměstí Republiky 5,74601,Opava,Náměstí Republiky,,Opava,Moravskoslezský,3
310103171,18,Palackého 10,74601,Opava,Palackého,,Opava,Moravskoslezský,2
310103171,19,Nerudova 48,74601,Opava,Nerudova,,Opava,Moravskoslezský,3
310103171,20,Na Rybníčku 44,74601,Opava,Na Rybníčku,,Opava,Moravskoslezský,4
310103171,21,U Fortny 5,74601,Opava,U Fortny,,Opava,Moravskoslezský,3
310103171,22,Energo H,74601,Opava,Elišky Krásnohorské,,Opava,Moravskoslezský,3
310103171,23,Pekařská 6,74601,Opava,Pekařská,,Opava,Moravskoslezský,2
310103171,24,Hrnčířská 3,74601,Opava,Hrnčířská,,Opava,Moravskoslezský,2
310103171,25,H. Kvapilové 3,74601,Opava,Hany Kvapilové,,Opava,Moravskoslezský,3
310103171,26,H. Kvapilové 13,74601,Opava,Hany Kvapilové,,Opava,Moravskoslezský,3
310103171,27,Kolářská 1,74601,Opava,Kolářská,,Opava,Moravskoslezský,3
310103171,28,Hrnčířská 15,74601,Opava,Hrnčířská,,Opava,Moravskoslezský,3
310103171,30,Náměstí Sv. Hedviky 12,74601,Opava,Náměstí Sv. Hedviky,,Opava,Moravskoslezský,3
310103171,31,Tomáškova 6,74601,Opava,Tomáškova,,Opava,Moravskoslezský,2
310103171,32,Kolářská 4,74601,Opava,Kolářská,,Opava,Moravskoslezský,3
310103171,33,Kolářská 20,74601,Opava,Kolářská,,Opava,Moravskoslezský,3
310103171,34,Dolní náměstí 24,74601,Opava,Dolní náměstí,,Opava,Moravskoslezský,3
310103171,35,Mezi Trhy 7,74601,Opava,Mezi Trhy,,Opava,Moravskoslezský,3
310103171,37,Krnovská 43,74601,Opava,Krnovská,,Opava,Moravskoslezský,2
310103171,38,U synagogy 4,74601,Opava,U synagogy,,Opava,Moravskoslezský,2
310103171,39,Hrnčířská 16,74601,Opava,Hrnčířská,,Opava,Moravskoslezský,3
310103171,40,Hrnčířská 17,74601,Opava,Hrnčířská,348/17,Opava,Moravskoslezský,2
310103171,41,U Cukrovaru 1,74601,Opava,U cukrovaru,269/1,Opava,Moravskoslezský,3
310103181,1,"AGC Flat Glass Czech a.s., člen AGC Group, závod Řetenice",41674,Teplice,Sklářská,450,Teplice,Ústecký,2
310103182,1,Borohrádek,51724,Borohrádek,Jiráskova,497,Rychnov nad Kněžnou,Královéhradecký,3
310103182,2,Kotelna V Zahradách 43,56112,Brandýs nad Orlicí,V Zahradách,43,Ústí nad Orlicí,Pardubický,4
310103182,3,Kotelna Leskovec nad Moravicí 344,79368,Leskovec nad Moravicí,Leskovec nad Moravicí,344,Bruntál,Moravskoslezský,3
310103182,5,Kotelna Dlouhá Ves 178,34201,Dlouhá Ves,Dlouhá Ves,178,Klatovy,Plzeňský,2
310103182,6,Kotelna Srní 18,34192,Srní,Srní,18,Klatovy,Plzeňský,5
310103182,7,Kotelna V Peklovcích 508,56601,Vysoké Mýto,V Peklovcích,508,Ústí nad Orlicí,Pardubický,3
310103182,8,Kotelna V Zahradách 451,56112,Brandýs nad Orlicí,V Zahradách,451,Ústí nad Orlicí,Pardubický,4
310103182,9,Verneřice,40725,Verneřice,Příbramská,327,Děčín,Ústecký,3
310103182,10,Lanškroun Krátká,56301,Lanškroun,Krátká,,Ústí nad Orlicí,Pardubický,2
310103239,1,Kotelna Mánesova,67602,Moravské Budějovice,Mánesova,1500,Třebíč,Vysočina,2
310103250,1,Kotelna EXMONT-Energo a.s.,61900,Brno,Bohunická,652/1,Brno-město,Jihomoravský,3
310103284,1,Kotelna ECOINVEST,26105,Příbram-Dubenec,Příbram-Dubenec,,Příbram,kraj,2
